is_comb;items;pattern_filters;min_support;candidate_size;ja_version;correct;incorrect;empty_candidates;num_of_patterns;total;accuracy_overall;error_rate;avg_len_of_candidates;median_len_of_candidates;modus_len_of_candidates;max_len_of_candidates;min_len_of_candidates;guess_1;guess_2;guess_3;guess_perc_1;guess_perc_2;guess_perc_3
False;JA4+JA4S+SNI;len(2);0.05;3;4;358;47;0;169;405;0.8839506172839506;0.11604938271604938;2.128395061728395;2.0;3;3;1;235;76;47;0.58;0.19;0.12
True;JA4+JA4S+SNI;len(2);0.05;3;4;356;49;0;169;405;0.8790123456790123;0.12098765432098765;1.5851851851851853;1.0;1;3;1;272;60;24;0.67;0.15;0.06
False;JA4+JA4S+SNI;len(2)x10;0.05;3;4;356;49;0;122;405;0.8790123456790123;0.12098765432098765;2.128395061728395;2.0;3;3;1;267;60;29;0.66;0.15;0.07
True;JA4+JA4S+SNI;len(2)x10;0.05;3;4;352;53;0;122;405;0.8691358024691358;0.1308641975308642;1.5851851851851853;1.0;1;3;1;300;34;18;0.74;0.08;0.04
False;JA4+JA4S+SNI;len(2)x5;0.05;3;4;365;40;0;69;405;0.9012345679012346;0.09876543209876543;2.128395061728395;2.0;3;3;1;279;40;46;0.69;0.1;0.11
True;JA4+JA4S+SNI;len(2)x5;0.05;3;4;350;55;0;69;405;0.8641975308641975;0.13580246913580246;1.5851851851851853;1.0;1;3;1;320;20;10;0.79;0.05;0.02
False;JA4+JA4S+SNI;len(3);0.05;3;4;366;39;0;56;405;0.9037037037037037;0.0962962962962963;2.128395061728395;2.0;3;3;1;233;75;58;0.58;0.19;0.14
True;JA4+JA4S+SNI;len(3);0.05;3;4;360;45;0;56;405;0.8888888888888888;0.1111111111111111;1.5851851851851853;1.0;1;3;1;269;67;24;0.66;0.17;0.06
False;JA4+JA4S+SNI;len(3)x10;0.05;3;4;366;39;0;56;405;0.9037037037037037;0.0962962962962963;2.128395061728395;2.0;3;3;1;233;75;58;0.58;0.19;0.14
True;JA4+JA4S+SNI;len(3)x10;0.05;3;4;361;44;0;56;405;0.891358024691358;0.10864197530864197;1.5851851851851853;1.0;1;3;1;269;67;25;0.66;0.17;0.06
False;JA4+JA4S+SNI;len(3)x5;0.05;3;4;366;39;0;48;405;0.9037037037037037;0.0962962962962963;2.128395061728395;2.0;3;3;1;233;75;58;0.58;0.19;0.14
True;JA4+JA4S+SNI;len(3)x5;0.05;3;4;360;45;0;48;405;0.8888888888888888;0.1111111111111111;1.5851851851851853;1.0;1;3;1;269;67;24;0.66;0.17;0.06
False;JA4+JA4S+SNI;len(1)x5+len(2)x5;0.05;3;4;363;42;0;138;405;0.8962962962962963;0.1037037037037037;2.128395061728395;2.0;3;3;1;257;75;31;0.63;0.19;0.08
True;JA4+JA4S+SNI;len(1)x5+len(2)x5;0.05;3;4;349;56;0;138;405;0.8617283950617284;0.1382716049382716;1.5851851851851853;1.0;1;3;1;293;43;13;0.72;0.11;0.03
False;JA4+JA4S+SNI;len(1)x5+len(3)x5;0.05;3;4;364;41;0;117;405;0.8987654320987655;0.10123456790123457;2.128395061728395;2.0;3;3;1;244;85;35;0.6;0.21;0.09
True;JA4+JA4S+SNI;len(1)x5+len(3)x5;0.05;3;4;351;54;0;117;405;0.8666666666666667;0.13333333333333333;1.5851851851851853;1.0;1;3;1;283;50;18;0.7;0.12;0.04
False;JA4+JA4S+SNI;len(2)x5+len(3)x5;0.05;3;4;360;45;0;117;405;0.8888888888888888;0.1111111111111111;2.128395061728395;2.0;3;3;1;250;71;39;0.62;0.18;0.1
True;JA4+JA4S+SNI;len(2)x5+len(3)x5;0.05;3;4;352;53;0;117;405;0.8691358024691358;0.1308641975308642;1.5851851851851853;1.0;1;3;1;284;52;16;0.7;0.13;0.04
