is_comb;items;pattern_filters;min_support;candidate_size;ja_version;correct;incorrect;empty_candidates;num_of_patterns;total;accuracy_overall;error_rate;avg_len_of_candidates;median_len_of_candidates;modus_len_of_candidates;max_len_of_candidates;min_len_of_candidates;guess_1;guess_2;guess_3;guess_perc_1;guess_perc_2;guess_perc_3
False;JA4+JA4S+SNI;len(1)x5+len(2)x10;0.25;3;4;2539;2095;0;487;4634;0.5479067760034527;0.4520932239965473;2.790677600345274;3.0;3;3;1;1220;942;377;0.26;0.2;0.08
True;JA4+JA4S+SNI;len(1)x5+len(2)x10;0.25;3;4;3726;908;0;487;4634;0.8040569702201122;0.19594302977988778;1.7136383254208027;1.0;1;3;1;3059;381;286;0.66;0.08;0.06
False;JA4+JA4S+SNI;len(1)x5+len(3)x10;0.25;3;4;2693;1941;0;328;4634;0.5811394044022443;0.41886059559775574;2.790677600345274;3.0;3;3;1;1378;995;320;0.3;0.21;0.07
True;JA4+JA4S+SNI;len(1)x5+len(3)x10;0.25;3;4;3737;897;0;328;4634;0.8064307293914544;0.19356927060854554;1.7136383254208027;1.0;1;3;1;3229;345;163;0.7;0.07;0.04
False;JA4+JA4S+SNI;len(2)x5+len(3)x10;0.25;3;4;2243;2391;0;268;4634;0.48403107466551576;0.5159689253344842;2.767587397496763;3.0;3;3;1;1158;661;424;0.25;0.14;0.09
True;JA4+JA4S+SNI;len(2)x5+len(3)x10;0.25;3;4;3513;1121;0;268;4634;0.7580923608113941;0.24190763918860594;1.7593871385412172;1.0;1;3;1;2903;357;253;0.63;0.08;0.05
False;JA4+JA4S+SNI;len(1)x10+len(2)x5+len(2)x5;0.25;3;4;2493;2141;0;695;4634;0.5379801467414761;0.46201985325852396;2.790677600345274;3.0;3;3;1;1222;941;330;0.26;0.2;0.07
True;JA4+JA4S+SNI;len(1)x10+len(2)x5+len(2)x5;0.25;3;4;3711;923;0;695;4634;0.8008200258955546;0.1991799741044454;1.7136383254208027;1.0;1;3;1;3063;376;272;0.66;0.08;0.06
False;JA4+JA4S+SNI;len(1)x5+len(2)x10+len(2)x5;0.25;3;4;2489;2145;0;696;4634;0.5371169615882607;0.46288303841173933;2.790677600345274;3.0;3;3;1;1232;902;355;0.27;0.19;0.08
True;JA4+JA4S+SNI;len(1)x5+len(2)x10+len(2)x5;0.25;3;4;3710;924;0;696;4634;0.8006042296072508;0.19939577039274925;1.7136383254208027;1.0;1;3;1;3063;375;272;0.66;0.08;0.06
False;JA4+JA4S+SNI;len(1)x5+len(2)x5+len(2)x10;0.25;3;4;2468;2166;0;696;4634;0.53258523953388;0.46741476046611996;2.790677600345274;3.0;3;3;1;1232;905;331;0.27;0.2;0.07
True;JA4+JA4S+SNI;len(1)x5+len(2)x5+len(2)x10;0.25;3;4;3710;924;0;696;4634;0.8006042296072508;0.19939577039274925;1.7136383254208027;1.0;1;3;1;3063;375;272;0.66;0.08;0.06
False;JA4+JA4S+SNI;len(1)x2;0.01;3;4;2742;1892;0;156;4634;0.5917134225291325;0.4082865774708675;2.790677600345274;3.0;3;3;1;1465;896;381;0.32;0.19;0.08
True;JA4+JA4S+SNI;len(1)x2;0.01;3;4;3724;910;0;156;4634;0.8036253776435045;0.19637462235649547;1.7136383254208027;1.0;1;3;1;3141;398;185;0.68;0.09;0.04
False;JA4+JA4S+SNI;len(3)x2;0.01;3;4;2749;1885;0;142;4634;0.5932239965472594;0.4067760034527406;2.790677600345274;3.0;3;3;1;1548;647;554;0.33;0.14;0.12
True;JA4+JA4S+SNI;len(3)x2;0.01;3;4;3671;963;0;142;4634;0.7921881743634009;0.20781182563659906;1.7136383254208027;1.0;1;3;1;3143;324;204;0.68;0.07;0.04
False;JA4+JA4S+SNI;len(2)x2;0.01;3;4;2961;1673;0;156;4634;0.6389728096676737;0.3610271903323263;2.790677600345274;3.0;3;3;1;1781;815;365;0.38;0.18;0.08
True;JA4+JA4S+SNI;len(2)x2;0.01;3;4;3620;1014;0;156;4634;0.781182563659905;0.21881743634009496;1.7136383254208027;1.0;1;3;1;3261;210;149;0.7;0.05;0.03
False;JA4+JA4S+SNI;len(1)x2+len(2)x2;0.01;3;4;2968;1666;0;312;4634;0.6404833836858006;0.3595166163141994;2.790677600345274;3.0;3;3;1;1832;684;452;0.4;0.15;0.1
True;JA4+JA4S+SNI;len(1)x2+len(2)x2;0.01;3;4;3664;970;0;312;4634;0.790677600345274;0.20932239965472593;1.7136383254208027;1.0;1;3;1;3268;211;185;0.71;0.05;0.04
False;JA4+JA4S+SNI;len(1)x2+len(3)x2;0.01;3;4;2924;1710;0;298;4634;0.6309883470004316;0.3690116529995684;2.790677600345274;3.0;3;3;1;1682;911;331;0.36;0.2;0.07
True;JA4+JA4S+SNI;len(1)x2+len(3)x2;0.01;3;4;3739;895;0;298;4634;0.8068623219680622;0.19313767803193785;1.7136383254208027;1.0;1;3;1;3129;421;189;0.68;0.09;0.04
False;JA4+JA4S+SNI;len(2)x2+len(3)x2;0.01;3;4;3027;1607;0;298;4634;0.6532153646957273;0.3467846353042728;2.790677600345274;3.0;3;3;1;1900;801;326;0.41;0.17;0.07
True;JA4+JA4S+SNI;len(2)x2+len(3)x2;0.01;3;4;3620;1014;0;298;4634;0.781182563659905;0.21881743634009496;1.7136383254208027;1.0;1;3;1;3278;214;128;0.71;0.05;0.03
False;JA4+JA4S+SNI;len(1)x2+len(2)x2+len(3)x2;0.01;3;4;3047;1587;0;454;4634;0.657531290461804;0.34246870953819597;2.790677600345274;3.0;3;3;1;1946;697;404;0.42;0.15;0.09
True;JA4+JA4S+SNI;len(1)x2+len(2)x2+len(3)x2;0.01;3;4;3661;973;0;454;4634;0.7900302114803626;0.20996978851963746;1.7136383254208027;1.0;1;3;1;3269;220;172;0.71;0.05;0.04
False;JA4+JA4S+SNI;len(1)x2;0.05;3;4;2737;1897;0;156;4634;0.5906344410876133;0.4093655589123867;2.790677600345274;3.0;3;3;1;1467;893;377;0.32;0.19;0.08
True;JA4+JA4S+SNI;len(1)x2;0.05;3;4;3723;911;0;156;4634;0.8034095813552007;0.19659041864479931;1.7136383254208027;1.0;1;3;1;3142;397;184;0.68;0.09;0.04
False;JA4+JA4S+SNI;len(3)x2;0.05;3;4;2844;1790;0;142;4634;0.6137246439361242;0.3862753560638757;2.790677600345274;3.0;3;3;1;1589;599;656;0.34;0.13;0.14
True;JA4+JA4S+SNI;len(3)x2;0.05;3;4;3677;957;0;142;4634;0.793482952093224;0.206517047906776;1.7136383254208027;1.0;1;3;1;3115;345;217;0.67;0.07;0.05
False;JA4+JA4S+SNI;len(2)x2;0.05;3;4;2900;1734;0;156;4634;0.6258092360811394;0.3741907639188606;2.790677600345274;3.0;3;3;1;1862;731;307;0.4;0.16;0.07
True;JA4+JA4S+SNI;len(2)x2;0.05;3;4;3695;939;0;156;4634;0.7973672852826932;0.20263271471730687;1.7136383254208027;1.0;1;3;1;3267;244;184;0.71;0.05;0.04
False;JA4+JA4S+SNI;len(1)x2+len(2)x2;0.05;3;4;2986;1648;0;312;4634;0.6443677168752697;0.3556322831247303;2.790677600345274;3.0;3;3;1;1849;727;410;0.4;0.16;0.09
True;JA4+JA4S+SNI;len(1)x2+len(2)x2;0.05;3;4;3730;904;0;312;4634;0.8049201553733276;0.1950798446266724;1.7136383254208027;1.0;1;3;1;3262;243;225;0.7;0.05;0.05
False;JA4+JA4S+SNI;len(1)x2+len(3)x2;0.05;3;4;2987;1647;0;298;4634;0.6445835131635735;0.3554164868364264;2.790677600345274;3.0;3;3;1;1738;910;339;0.38;0.2;0.07
True;JA4+JA4S+SNI;len(1)x2+len(3)x2;0.05;3;4;3739;895;0;298;4634;0.8068623219680622;0.19313767803193785;1.7136383254208027;1.0;1;3;1;3129;421;189;0.68;0.09;0.04
False;JA4+JA4S+SNI;len(2)x2+len(3)x2;0.05;3;4;3043;1591;0;298;4634;0.6566681053085887;0.3433318946914113;2.790677600345274;3.0;3;3;1;2031;692;320;0.44;0.15;0.07
True;JA4+JA4S+SNI;len(2)x2+len(3)x2;0.05;3;4;3688;946;0;298;4634;0.7958567112645663;0.20414328873543375;1.7136383254208027;1.0;1;3;1;3272;254;162;0.71;0.05;0.03
False;JA4+JA4S+SNI;len(1)x2+len(2)x2+len(3)x2;0.05;3;4;3091;1543;0;454;4634;0.667026327147173;0.3329736728528269;2.790677600345274;3.0;3;3;1;2015;678;398;0.43;0.15;0.09
True;JA4+JA4S+SNI;len(1)x2+len(2)x2+len(3)x2;0.05;3;4;3726;908;0;454;4634;0.8040569702201122;0.19594302977988778;1.7136383254208027;1.0;1;3;1;3260;256;210;0.7;0.06;0.05
